hhid,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,homesubregion_ASGS,homeregion_ASGS,dayType,weekly_hhinc_group,annual_hhinc_group
Y24H6020319,1,"Unit, Flat or Apartment",Fully Owned,1,1,February,Friday,Glen Eira (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,3,3
Y24H6020320,1,"Unit, Flat or Apartment",Being Purchased,0,0,February,Saturday,Glen Eira (C),50->54,50->54,50->54,MELB - Inner,Greater Melbourne,Weekend,10,10
Y24H6020322,2,Terrace or Townhouse,Fully Owned,0,1,February,Monday,Yarra (C),65->69,70->74,70->74,MELB - Inner,Greater Melbourne,Weekday,11,11
Y24H6020325,1,Separate House,Being Purchased,0,1,February,Thursday,Yarra (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H6020326,2,Terrace or Townhouse,Fully Owned,2,2,February,Friday,Yarra (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekday,16,16
Y24H6020327,3,Separate House,Being Purchased,2,2,February,Saturday,Yarra (C),25->29,50->54,65->69,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H6020328,4,Separate House,Being Purchased,0,1,February,Sunday,Yarra (C),15->19,35->39,55->59,MELB - Inner,Greater Melbourne,Weekend,17,17
Y24H6020329,2,Separate House,Fully Owned,Missing/Refused,0,February,Monday,Yarra (C),70->74,75->79,75->79,MELB - Inner,Greater Melbourne,Weekday,15,15
Y24H6020330,3,Separate House,Being Rented,2,3,February,Tuesday,Yarra (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H6020332,2,Separate House,Fully Owned,1,4,February,Thursday,Yarra (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,13,13
Y24H6020333,4,Separate House,Being Purchased,5,1,February,Friday,Yarra (C),10->14,30->34,45->49,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H6020337,3,Separate House,Being Purchased,3,2,February,Tuesday,Yarra (C),15->19,40->44,55->59,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H6020338,3,Separate House,Being Rented,2,1,February,Wednesday,Yarra (C),30->34,30->34,35->39,MELB - Inner,Greater Melbourne,Weekday,17,17
Y24H6020340,2,Separate House,Being Purchased,0,0,February,Friday,Yarra (C),65->69,70->74,70->74,MELB - Inner,Greater Melbourne,Weekday,11,11
Y24H6020404,4,Separate House,Fully Owned,4,3,February,Thursday,Banyule (C),15->19,30->34,45->49,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H6020405,4,Separate House,Fully Owned,2,1,February,Friday,Banyule (C),10->14,20->24,50->54,MELB - Middle,Greater Melbourne,Weekday,0,0
Y24H6020406,5,Separate House,Being Purchased,0,2,February,Saturday,Banyule (C),10->14,25->29,45->49,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6020409,4,Separate House,Fully Owned,4,2,February,Tuesday,Banyule (C),10->14,30->34,45->49,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6020412,3,Separate House,Being Rented,2,2,February,Friday,Banyule (C),0->4,25->29,35->39,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H6020414,4,Separate House,Being Purchased,Missing/Refused,2,February,Sunday,Banyule (C),0->4,20->24,40->44,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6020417,2,Separate House,Fully Owned,2,2,February,Wednesday,Banyule (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6020419,1,Separate House,Being Purchased,3,2,February,Friday,Banyule (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,2,2
Y24H6020420,4,Separate House,Being Rented,2,1,February,Saturday,Banyule (C),5->9,20->24,40->44,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6020424,5,Separate House,Fully Owned,2,2,February,Wednesday,Banyule (C),10->14,35->39,70->74,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H6020426,1,Separate House,Fully Owned,2,1,February,Friday,Banyule (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H6020427,2,Separate House,Fully Owned,Missing/Refused,1,February,Saturday,Banyule (C),60->64,60->64,65->69,MELB - Middle,Greater Melbourne,Weekend,13,13
Y24H6020428,1,Separate House,Being Rented,0,1,February,Sunday,Banyule (C),45->49,45->49,45->49,MELB - Middle,Greater Melbourne,Weekend,8,8
Y24H6020432,5,Separate House,Fully Owned,5,3,February,Thursday,Banyule (C),5->9,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6020433,1,Separate House,Fully Owned,0,1,February,Friday,Banyule (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekday,5,5
Y24H6020434,1,Separate House,Being Purchased,Missing/Refused,2,February,Saturday,Banyule (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekend,14,14
Y24H6020437,2,Separate House,Fully Owned,0,1,February,Tuesday,Banyule (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6020438,2,Separate House,Fully Owned,0,2,February,Wednesday,Banyule (C),65->69,65->69,70->74,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6020439,2,Separate House,Fully Owned,3,3,February,Thursday,Banyule (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H6020440,2,Separate House,Fully Owned,0,2,February,Friday,Banyule (C),55->59,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H6020441,4,Separate House,Being Purchased,4,1,February,Saturday,Banyule (C),5->9,25->29,40->44,MELB - Middle,Greater Melbourne,Weekend,18,18
Y24H6020501,2,Separate House,Fully Owned,Missing/Refused,2,February,Monday,Hume (C),65->69,65->69,70->74,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6020502,2,Separate House,Fully Owned,2,1,February,Tuesday,Hume (C),65->69,65->69,70->74,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6020503,2,Separate House,Fully Owned,Missing/Refused,1,February,Wednesday,Hume (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H6020504,2,Separate House,Being Rented,Missing/Refused,2,February,Thursday,Hume (C),15->19,40->44,60->64,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6020507,2,Separate House,Fully Owned,0,2,February,Sunday,Hume (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekend,10,10
Y24H6020508,5,Separate House,Being Purchased,3,2,February,Monday,Hume (C),0->4,20->24,50->54,MELB - Outer,Greater Melbourne,Weekday,18,18
Y24H6020509,5,Separate House,Being Purchased,0,4,February,Tuesday,Hume (C),20->24,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,18,18
Y24H6020510,2,Separate House,Fully Owned,1,1,February,Wednesday,Hume (C),30->34,35->39,40->44,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6020511,3,Separate House,Being Purchased,0,2,February,Thursday,Hume (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6020512,1,Separate House,Being Rented,0,1,February,Friday,Hume (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6020515,2,Separate House,Fully Owned,Missing/Refused,2,February,Monday,Hume (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6020518,4,Separate House,Fully Owned,Missing/Refused,3,February,Thursday,Hume (C),15->19,40->44,70->74,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6020521,2,Separate House,Fully Owned,0,1,February,Sunday,Hume (C),70->74,75->79,75->79,MELB - Outer,Greater Melbourne,Weekend,2,2
Y24H6020522,2,Separate House,Being Purchased,0,2,February,Monday,Hume (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6020527,2,Separate House,Being Purchased,0,2,February,Saturday,Hume (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekend,11,11
Y24H6020532,4,Separate House,Being Purchased,0,2,February,Thursday,Hume (C),10->14,30->34,45->49,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6020534,1,Separate House,Being Purchased,0,1,February,Saturday,Hume (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekend,10,10
Y24H6020536,3,Separate House,Being Rented,1,1,February,Monday,Hume (C),15->19,25->29,45->49,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6020538,4,Separate House,Fully Owned,2,1,February,Wednesday,Hume (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6020540,3,Separate House,Being Purchased,0,1,February,Friday,Hume (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6026103,1,Separate House,Being Rented,0,0,February,Wednesday,Greater Shepparton (C),80->84,80->84,80->84,Other,Shepparton SA4,Weekday,4,4
Y24H6026105,1,Separate House,Fully Owned,0,1,February,Friday,Greater Shepparton (C),55->59,55->59,55->59,Other,Shepparton SA4,Weekday,10,10
Y24H6026107,3,Separate House,Fully Owned,2,4,February,Sunday,Greater Shepparton (C),30->34,45->49,50->54,Other,Shepparton SA4,Weekend,19,19
Y24H6026108,1,"Unit, Flat or Apartment",Being Rented,0,1,February,Monday,Greater Shepparton (C),35->39,35->39,35->39,Other,Shepparton SA4,Weekday,7,7
Y24H6026110,2,Separate House,Being Rented,0,2,February,Wednesday,Greater Shepparton (C),25->29,45->49,70->74,Other,Shepparton SA4,Weekday,8,8
Y24H6026113,1,"Unit, Flat or Apartment",Fully Owned,0,0,February,Saturday,Greater Shepparton (C),70->74,70->74,70->74,Other,Shepparton SA4,Weekend,4,4
Y24H6026115,2,Separate House,Fully Owned,0,2,February,Monday,Greater Shepparton (C),75->79,75->79,80->84,Other,Shepparton SA4,Weekday,7,7
Y24H6026116,2,Separate House,Being Rented,Missing/Refused,1,February,Tuesday,Greater Shepparton (C),30->34,30->34,35->39,Other,Shepparton SA4,Weekday,12,12
Y24H6026118,1,"Unit, Flat or Apartment",Fully Owned,0,0,February,Thursday,Greater Shepparton (C),85->89,85->89,85->89,Other,Shepparton SA4,Weekday,4,4
Y24H6026119,1,"Unit, Flat or Apartment",Being Rented,Missing/Refused,1,February,Friday,Greater Shepparton (C),65->69,65->69,65->69,Other,Shepparton SA4,Weekday,5,5
Y24H6026120,2,Separate House,Being Rented,0,1,February,Saturday,Greater Shepparton (C),45->49,50->54,55->59,Other,Shepparton SA4,Weekend,12,12
Y24H6026123,2,Separate House,Fully Owned,0,2,February,Tuesday,Greater Shepparton (C),60->64,60->64,65->69,Other,Shepparton SA4,Weekday,11,11
Y24H6026124,1,Separate House,Being Purchased,0,2,February,Wednesday,Greater Shepparton (C),50->54,50->54,50->54,Other,Shepparton SA4,Weekday,6,6
Y24H6026128,2,Separate House,Being Purchased,4,0,February,Sunday,Greater Shepparton (C),5->9,20->24,40->44,Other,Shepparton SA4,Weekend,7,7
Y24H6026131,1,Separate House,Fully Owned,0,1,February,Wednesday,Greater Shepparton (C),65->69,65->69,65->69,Other,Shepparton SA4,Weekday,6,6
Y24H6026132,4,Separate House,Being Purchased,4,2,February,Thursday,Greater Shepparton (C),5->9,25->29,40->44,Other,Shepparton SA4,Weekday,13,13
Y24H6026133,4,Separate House,Being Purchased,6,2,February,Friday,Greater Shepparton (C),5->9,25->29,50->54,Other,Shepparton SA4,Weekday,13,13
Y24H6026137,1,Separate House,Fully Owned,0,1,February,Tuesday,Greater Shepparton (C),40->44,40->44,40->44,Other,Shepparton SA4,Weekday,10,10
Y24H6026141,5,Separate House,Fully Owned,0,2,February,Saturday,Greater Shepparton (C),30->34,60->64,80->84,Other,Shepparton SA4,Weekend,7,7
Y24H6030101,2,Separate House,Fully Owned,2,1,February,Monday,Mornington Peninsula (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6030102,2,Separate House,Fully Owned,0,3,February,Tuesday,Mornington Peninsula (S),40->44,60->64,75->79,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6030103,4,Separate House,Fully Owned,4,0,February,Wednesday,Mornington Peninsula (S),15->19,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,18,18
Y24H6030105,8,Separate House,Fully Owned,3,4,February,Friday,Mornington Peninsula (S),0->4,25->29,70->74,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6030106,3,Separate House,Fully Owned,2,2,February,Saturday,Mornington Peninsula (S),45->49,65->69,80->84,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6030111,3,Separate House,Fully Owned,1,3,February,Thursday,Mornington Peninsula (S),50->54,70->74,80->84,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6030112,2,Separate House,Being Purchased,3,2,February,Friday,Mornington Peninsula (S),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6030115,2,Separate House,Fully Owned,0,2,February,Monday,Mornington Peninsula (S),55->59,55->59,60->64,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6030116,1,Separate House,Fully Owned,0,1,February,Tuesday,Mornington Peninsula (S),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H6030119,3,Separate House,Fully Owned,2,1,February,Friday,Mornington Peninsula (S),30->34,60->64,80->84,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6030121,2,Separate House,Fully Owned,0,2,February,Sunday,Mornington Peninsula (S),75->79,75->79,80->84,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6030122,4,Separate House,Being Purchased,0,4,February,Monday,Mornington Peninsula (S),20->24,35->39,50->54,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6030123,4,Separate House,Being Purchased,4,2,February,Tuesday,Mornington Peninsula (S),10->14,25->29,45->49,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6030127,2,Separate House,Fully Owned,0,1,February,Saturday,Mornington Peninsula (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekend,8,8
Y24H6030128,2,Separate House,Being Purchased,2,3,February,Sunday,Mornington Peninsula (S),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6030129,1,Separate House,Fully Owned,0,1,February,Monday,Mornington Peninsula (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6030132,2,Separate House,Fully Owned,0,2,February,Thursday,Mornington Peninsula (S),60->64,70->74,75->79,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6030133,3,Separate House,Fully Owned,Missing/Refused,2,February,Friday,Mornington Peninsula (S),15->19,40->44,55->59,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6030134,3,Separate House,Fully Owned,2,2,February,Saturday,Mornington Peninsula (S),55->59,70->74,80->84,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6030140,4,Separate House,Being Purchased,1,1,February,Friday,Mornington Peninsula (S),0->4,15->19,35->39,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H6030142,4,Separate House,Being Purchased,4,2,February,Sunday,Mornington Peninsula (S),10->14,30->34,50->54,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6030201,3,Separate House,Being Purchased,Missing/Refused,3,February,Monday,Maroondah (C),15->19,45->49,60->64,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6030206,4,Separate House,Being Purchased,4,2,February,Saturday,Maroondah (C),5->9,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H6030207,3,Separate House,Fully Owned,2,2,February,Sunday,Maroondah (C),20->24,45->49,55->59,MELB - Outer,Greater Melbourne,Weekend,18,18
Y24H6030208,4,Separate House,Being Purchased,4,2,February,Monday,Maroondah (C),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6030209,3,Separate House,Fully Owned,0,2,February,Tuesday,Maroondah (C),30->34,55->59,65->69,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6030210,4,Separate House,Being Purchased,4,2,February,Wednesday,Maroondah (C),10->14,25->29,40->44,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6030212,4,Separate House,Being Purchased,3,2,February,Friday,Maroondah (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H6030214,2,Separate House,Being Purchased,1,1,February,Sunday,Maroondah (C),45->49,50->54,50->54,MELB - Outer,Greater Melbourne,Weekend,9,9
Y24H6030218,4,Separate House,Being Purchased,Missing/Refused,4,February,Thursday,Maroondah (C),15->19,35->39,50->54,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6030223,3,"Unit, Flat or Apartment",Being Rented,2,2,February,Tuesday,Maroondah (C),0->4,30->34,45->49,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6030225,3,Separate House,Being Purchased,3,1,February,Thursday,Maroondah (C),0->4,25->29,35->39,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6030226,1,"Unit, Flat or Apartment",Being Rented,3,2,February,Friday,Maroondah (C),45->49,45->49,45->49,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6030227,4,"Unit, Flat or Apartment",Being Purchased,2,2,February,Saturday,Maroondah (C),5->9,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6030228,2,"Unit, Flat or Apartment",Fully Owned,0,1,February,Sunday,Maroondah (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekend,7,7
Y24H6030229,4,"Unit, Flat or Apartment",Being Purchased,3,2,February,Monday,Maroondah (C),10->14,30->34,50->54,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6030230,2,Separate House,Fully Owned,Missing/Refused,2,February,Tuesday,Maroondah (C),65->69,65->69,70->74,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6030231,2,"Unit, Flat or Apartment",Being Purchased,0,2,February,Wednesday,Maroondah (C),35->39,55->59,70->74,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6030233,1,Separate House,Fully Owned,0,1,February,Friday,Maroondah (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,2,2
Y24H6030234,2,Separate House,Fully Owned,1,2,February,Saturday,Maroondah (C),55->59,60->64,70->74,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6030235,2,Terrace or Townhouse,Being Purchased,0,2,February,Sunday,Maroondah (C),25->29,30->34,30->34,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H6030236,4,Separate House,Fully Owned,2,2,February,Monday,Maroondah (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6030238,2,Separate House,Being Rented,0,1,February,Wednesday,Maroondah (C),65->69,70->74,70->74,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6030240,2,Separate House,Fully Owned,0,2,February,Friday,Maroondah (C),65->69,65->69,70->74,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6030241,3,Terrace or Townhouse,Being Purchased,0,1,February,Saturday,Maroondah (C),0->4,20->24,30->34,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H6030242,2,"Unit, Flat or Apartment",Being Purchased,0,2,February,Sunday,Maroondah (C),55->59,60->64,65->69,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H6030402,5,Terrace or Townhouse,Being Purchased,Missing/Refused,2,February,Tuesday,Darebin (C),5->9,25->29,55->59,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H6030405,5,Separate House,Fully Owned,5,2,February,Friday,Darebin (C),10->14,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6030414,2,"Unit, Flat or Apartment",Fully Owned,0,2,February,Sunday,Darebin (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H6030421,1,"Unit, Flat or Apartment",Being Rented,2,1,February,Sunday,Darebin (C),40->44,40->44,40->44,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H6030425,1,"Unit, Flat or Apartment",Being Purchased,0,1,February,Thursday,Darebin (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H6030426,3,Separate House,Fully Owned,Missing/Refused,2,February,Friday,Darebin (C),20->24,35->39,60->64,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H6030429,2,Separate House,Being Rented,1,2,February,Monday,Darebin (C),30->34,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6030430,4,Terrace or Townhouse,Being Purchased,3,1,February,Tuesday,Darebin (C),5->9,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H6030433,2,Separate House,Being Purchased,0,2,February,Friday,Darebin (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,8,8
Y24H6030435,2,Terrace or Townhouse,Being Rented,2,2,February,Sunday,Darebin (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekend,7,7
Y24H6030438,4,Terrace or Townhouse,Being Rented,0,2,February,Wednesday,Darebin (C),30->34,30->34,35->39,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6030440,4,Separate House,Fully Owned,0,2,February,Friday,Darebin (C),5->9,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H6030441,3,Separate House,Being Purchased,4,1,February,Saturday,Darebin (C),15->19,25->29,50->54,MELB - Middle,Greater Melbourne,Weekend,9,9
Y24H6030510,2,Separate House,Being Rented,0,0,February,Wednesday,Wyndham (C),20->24,40->44,60->64,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6030511,2,Separate House,Fully Owned,0,1,February,Thursday,Wyndham (C),75->79,80->84,85->89,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6030513,5,Separate House,Being Purchased,5,2,February,Saturday,Wyndham (C),5->9,20->24,45->49,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6030514,4,Separate House,Being Rented,0,1,February,Sunday,Wyndham (C),5->9,25->29,45->49,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H6030518,3,Separate House,Fully Owned,0,2,February,Thursday,Wyndham (C),45->49,60->64,70->74,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6030525,4,Separate House,Being Purchased,4,2,February,Thursday,Wyndham (C),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6030526,2,Separate House,Being Rented,0,1,February,Friday,Wyndham (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,12,12
